ensembl_gene_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	hgnc_symbol	description	chromosome_name	start_position	end_position	gene_biotype	entrezgene_id	TPM_JL	TPM_Control_1	TPM_Control_2	TPM_Control_3
ENSG00000001461	-2.94117785054556	6.85053163046692	-5.70416280049184	0.00457800220936354	0.136834120727198	-1.61545956413109	NIPAL3	NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233]	1	24413527	24476735	protein_coding	57185	3.0481147932455	6.28083825513566	6.37511064310242	5.5178410369818
ENSG00000001497	-0.354348648108515	4.67355241907221	-1.92101866515946	0.124167830314461	0.447504378267015	-5.36723215665831	LAS1L	LAS1 like ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:25726]	X	65438549	65534818	protein_coding	81887	4.01512857022314	4.32447494340379	4.43052862359666	4.3095889092223
ENSG00000001561	3.45318162876537	0.563587122113064	3.19596436815389	0.0318524051002021	0.26280651780115	-3.30497258972784	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359]	6	46129964	46146699	protein_coding	22875	1.94234033924979	1.28951756852032	0.212681388483179	0.14969770127324
ENSG00000001617	-0.20539765583469	4.32115603752707	-0.187491061723962	0.860345817462548	0.946554793631261	-6.88501145779743	SEMA3F	semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]	3	50155012	50189075	protein_coding	6405	3.3513066265142	2.74568911218069	5.16631796629032	3.40523079681381
ENSG00000001629	-0.139734128942327	6.51174662086409	-0.73907355007964	0.499282506187855	0.762256183376776	-6.81333766378828	ANKIB1	ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215]	7	92245973	92402070	protein_coding	54467	4.54391774198972	4.75911465140796	4.64936529359752	4.85417766868791
ENSG00000001630	1.69409982753787	6.44639089868222	9.38858261420619	0.000584392868747004	0.100033532386592	0.583849287073646	CYP51A1	cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649]	7	92084987	92134803	protein_coding	1595	6.82501430946268	5.36068515972805	5.18446907037968	5.10919174752148
ENSG00000001631	-0.00819484534441273	5.09654011687198	-0.0401500251163795	0.969821542281419	0.990379690998328	-7.08319816525692	KRIT1	KRIT1 ankyrin repeat containing [Source:HGNC Symbol;Acc:HGNC:1573]	7	92197498	92246166	protein_coding	889	4.84555252455955	5.24155676375486	4.66153989450027	4.78331630693784
ENSG00000002016	-0.296522833204385	3.11934218020146	-0.987351663979349	0.377203902120145	0.682142507576891	-6.07020371257432	RAD52	RAD52 homolog, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:9824]	12	910870	990053	protein_coding	5893	3.12035658564996	3.69407161140738	3.15089041873986	3.52884395496988
ENSG00000002330	0.259884982473197	4.99021687327739	1.33132545696514	0.251159399377764	0.580304750781877	-6.17737347276326	BAD	BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936]	11	64269828	64291946	protein_coding	572	6.47076236211308	6.43465576366888	6.35441278848842	6.13026956540335
ENSG00000002549	0.0345290958393507	5.61056445407575	0.133776270464827	0.899784809302076	0.962885848527321	-7.12109211488399	LAP3	leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]	4	17577198	17607975	protein_coding	51056	5.61319097636849	5.45541156001089	5.47956192774132	5.80599356090563
ENSG00000002586	0.0835527572046662	9.46267423694567	0.201345279788971	0.849864866938022	0.941766570653012	-6.82194941822524	CD99	CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082]	X	2690988	2741312	protein_coding	4267	10.3752453798317	9.92470847887144	10.7486942365406	10.337107804028
ENSG00000002745	-2.11131901971916	1.71590962328374	-1.04908579470948	0.352984303484306	0.664561332667435	-5.49244241037688	WNT16	Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267]	7	121325367	121341104	protein_coding	51384	0.732504527399128	2.73124407682741	0.694914950747496	2.35811405355998
ENSG00000002746	-1.67382950157841	1.85069529514525	-0.987976049494612	0.37875678015078	0.683733495736508	-5.5445839181575	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]	7	43112629	43566001	protein_coding	23072	0.980242510972401	2.32857713486795	3.01361661545175	1.73476077064746
ENSG00000002822	-0.568724827191585	3.89676826559906	-1.62933177339412	0.175621216845253	0.508561314937091	-5.51719993417972	MAD1L1	mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762]	7	1815787	2233243	protein_coding	8379	3.24727557172908	4.28424234381587	3.72334787548077	3.52246935956146
ENSG00000002834	-1.05909143259755	9.03479204259944	-4.2820837321531	0.0117022185286656	0.183077075101804	-2.6832957321939	LASP1	LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513]	17	38869185	38921771	protein_coding	3927	7.03135143480335	8.10418680466642	7.88909580170337	8.22108249090658
ENSG00000002919	-0.41780650696092	4.04250576883481	-0.944767467336318	0.396201271102142	0.697216610543194	-6.34494512182636	SNX11	sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975]	17	48103357	48123601	protein_coding	29916	3.64831990066018	3.76633256945545	4.15095059721298	4.20057505205752
ENSG00000002933	7.71077355582245	-5.55682442346847	7.23051833974932	0.00164740160178462	0.105861981787234	-1.92977953176569	TMEM176A	transmembrane protein 176A [Source:HGNC Symbol;Acc:HGNC:24930]	7	150799598	150805122	protein_coding	55365	1.69065934961864	0	0	0
ENSG00000003056	0.689305744288504	6.48435707791153	3.00850569434716	0.0375172834313727	0.279713336132345	-4.15488127791093	M6PR	mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]	12	8940358	8951856	protein_coding	4074	6.78366953308527	6.30214005572032	5.93904686447876	6.13954173439979
ENSG00000003096	0.32799098136557	0.374467087078111	0.171911295402487	0.871802770253811	0.95134950314705	-6.05633300550357	KLHL13	kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]	X	117897794	118117340	protein_coding	90293	1.14697057355918	1.93133321309593	0.45606910910062	1.41877176709437
ENSG00000003137	0.499981978855399	1.86139193102101	0.360746019468919	0.736421403557529	0.889419204430148	-6.22608538815631	CYP26B1	cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]	2	72129238	72147862	protein_coding	56603	1.32293070801183	1.25265725873191	2.53915558443164	0.4573137624351
ENSG00000003249	-1.15739030363127	0.158462614072922	-1.45296777930659	0.217038056505643	0.54950928411353	-4.87196157737692	DBNDD1	dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455]	16	90004871	90019890	protein_coding	79007	0.602112865246635	1.55349026632079	1.09589539706953	1.01350799653427
ENSG00000003393	-0.308245323451832	5.64611358512676	-1.43057333026103	0.222957034064862	0.554853948598219	-6.09462237456591	ALS2	alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443]	2	201700267	201782112	protein_coding	57679	3.76564188370765	4.0069852725006	4.25709391785792	4.23024459940479
ENSG00000003400	1.43201194026614	2.02373361148209	1.79583599775131	0.144475179200618	0.47310880404539	-5.04157162844097	CASP10	caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500]	2	201182693	201229428	protein_coding	843	2.05879235059485	1.90259304899447	1.96420231620324	0.4596655785706
ENSG00000003402	0.0655599369190885	6.28671094854675	0.431135807071221	0.687712415367781	0.865046060983668	-7.02420309180154	CFLAR	CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876]	2	201116154	201176687	protein_coding	8837	4.63193688115401	4.89714785774212	4.76982858919858	5.10595815108907
ENSG00000003436	1.06441272487971	4.69691279449936	1.79958481030026	0.145844272238265	0.475634988797163	-5.60619994594665	TFPI	tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]	2	187463823	187565846	protein_coding	7035	4.81218100291724	5.12099392620294	4.41342801941108	3.78056113133904
ENSG00000003509	-0.109183770400599	3.74134593352023	-0.387914588357594	0.717059313761847	0.880069104242417	-6.71772492644585	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816]	2	37231631	37253403	protein_coding	55471	3.69232307656693	3.7099971406181	3.83847169609508	3.85979347304071
ENSG00000003756	-0.240746442918805	6.92795006519868	-1.2948573461001	0.262369373231481	0.591156231107629	-6.23984607825547	RBM5	RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]	3	50088919	50119021	protein_coding	10181	6.12371103169325	6.43186339442175	6.52941835658631	6.64877891327442
ENSG00000003987	2.84658839662852	-3.50086312920596	1.41130201350465	0.228379927291939	0.560191689014908	-4.7042818059279	MTMR7	myotubularin related protein 7 [Source:HGNC Symbol;Acc:HGNC:7454]	8	17296794	17413528	protein_coding	9108	0.21549222999098	0	0.0470134230788821	0.109751020537195
ENSG00000003989	8.07264537491742	-4.10376925416111	7.49013904688723	0.00143454010554414	0.10535901324467	-1.64520898601274	SLC7A2	solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]	8	17496975	17570573	protein_coding	6542	0.944741526562758	0.0120637312706525	0	0.00755290097711117
ENSG00000004059	-0.0270575626147656	6.24771786873182	-0.176026488003128	0.868487559513215	0.95010839540152	-7.11851319839863	ARF5	ARF GTPase 5 [Source:HGNC Symbol;Acc:HGNC:658]	7	127588370	127591700	protein_coding	381	7.54311438027451	7.3926964411094	7.54086276748441	7.59386203123356
ENSG00000004139	0.264744158339165	3.82893227571933	1.188715308789	0.29776716666942	0.62128943809305	-6.12780298355339	SARM1	sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074]	17	28364356	28404049	protein_coding	23098	2.73867035703309	2.92167073066455	2.5212666223225	2.42722077692818
ENSG00000004142	-0.360359418212344	6.41289506592514	-1.934482180005	0.12221829618823	0.444461512113801	-5.49357251139645	POLDIP2	DNA polymerase delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781]	17	28346173	28357584	protein_coding	26073	5.77901397895253	6.19755572347196	5.95054311321107	6.22474772613055
ENSG00000004399	0.630904597630491	6.88619203750227	2.14435409187985	0.0957560012028816	0.405392929826234	-5.1739456979178	PLXND1	plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]	3	129555213	129606681	protein_coding	23129	6.62729727037935	6.10568993549847	6.44048465786719	6.07767988647151
ENSG00000004455	-0.138534378165875	6.37441778551692	-0.712385088439437	0.514038238535836	0.771436372173181	-6.8397831632369	AK2	adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]	1	33007986	33080996	protein_coding	204	6.47617338586416	7.00715568767547	6.69541911140572	6.95085420883147
ENSG00000004478	0.358910685710851	5.20371220724532	2.0089441543157	0.112015656962608	0.430290955571062	-5.38066716148782	FKBP4	FKBP prolyl isomerase 4 [Source:HGNC Symbol;Acc:HGNC:3720]	12	2794290	2805423	protein_coding	2288	4.53222144152939	4.14763037327475	4.24758760482525	4.2452976665689
ENSG00000004487	0.0877209400643357	5.94196800986201	0.460753197936353	0.667970253891085	0.856237198337824	-7.01187150445397	KDM1A	lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]	1	23019395	23083693	protein_coding	23028	5.2143760502697	5.21084746601114	4.98772760128898	5.22453565238546
ENSG00000004534	0.644454710696163	6.35145113463716	4.05640150416805	0.014135852900849	0.196666049485741	-3.04732813571404	RBM6	RNA binding motif protein 6 [Source:HGNC Symbol;Acc:HGNC:9903]	3	49940007	50100045	protein_coding	10180	6.18435216947346	5.65104112573178	5.57202588416267	5.60779329277283
ENSG00000004660	-1.20515659457628	3.39476941398756	-2.94453525571253	0.0400466261548932	0.285966883596605	-3.73031175227607	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469]	17	3860315	3894891	protein_coding	84254	1.84827820466225	2.67475801857358	3.0427999789995	2.83576443950099
ENSG00000004700	-0.440170762148322	6.56010257392292	-2.29201548111532	0.0809266750109572	0.375842053779978	-5.04398514360572	RECQL	RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948]	12	21468910	21501669	protein_coding	5965	5.53527375893489	6.09217912272981	5.62112602994606	5.98754473463531
ENSG00000004766	0.269525091223209	4.37079905254956	1.28054937913961	0.266897282241327	0.594268897406746	-6.14664932482984	VPS50	VPS50 subunit of EARP/GARPII complex [Source:HGNC Symbol;Acc:HGNC:25956]	7	93232340	93361123	protein_coding	55610	4.25294550568763	4.31555847776852	3.64790505311608	4.09719554069777
ENSG00000004776	0.582061530593537	6.73910244067377	0.807813643975154	0.464221980058849	0.74027289210638	-6.72829732689108	HSPB6	heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511]	19	35754566	35758079	protein_coding	126393	7.36232867201266	7.49144794670872	7.61396461009219	6.12818837941592
ENSG00000004777	-0.923727425684239	2.5141782226345	-1.38559873457768	0.235330340623638	0.566093061955192	-5.40893181268374	ARHGAP33	Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085]	19	35774532	35788822	protein_coding	115703	2.32265156928766	4.0683192076315	2.20363343012821	2.56666393703637
ENSG00000004779	-0.150327724987533	4.74920559975342	-0.455226813621631	0.671630472670702	0.858276486147939	-6.90385079096936	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]	16	23581014	23596319	protein_coding	4706	6.61032445903515	6.58250586006023	6.86126848178428	6.97505259603739
ENSG00000004799	1.66365346066971	-1.25506345986849	1.58642584095334	0.184892442199651	0.517837217038193	-4.70294020116267	PDK4	pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]	7	95583497	95597638	protein_coding	5166	0.486463134320986	0.394001507272518	0.241078678857791	0.0805798989635365
ENSG00000004838	-1.68397813718574	-1.46176998726493	-1.43548823308906	0.221644426512539	0.553448274329653	-4.62932615796435	ZMYND10	zinc finger MYND-type containing 10 [Source:HGNC Symbol;Acc:HGNC:19412]	3	50341110	50345732	protein_coding	51364	0.193500522770737	0.861348788772507	0.488804958437515	0.468479053435135
ENSG00000004864	-0.062764307676801	3.35032934895586	-0.166173096745483	0.875763457701381	0.952874630339583	-6.70257449993925	SLC25A13	solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]	7	96120218	96322147	protein_coding	10165	2.88221086078944	2.90609400806755	2.6696640418866	3.26504451245959
ENSG00000004866	0.187299444834064	3.96050342111396	0.525204950899951	0.626114805433417	0.835178780771061	-6.72040767439738	ST7	suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351]	7	116952980	117230812	protein_coding	7982	3.943152434281	4.04005417943585	3.72498122424346	3.26641131624803
ENSG00000004897	-0.425898180250374	6.79181361322274	-1.86981976377315	0.13189179464884	0.457073631518826	-5.56135946638485	CDC27	cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]	17	47117703	47189422	protein_coding	996	5.28483287085864	6.21698733786038	5.71775419628275	5.99246257328125
ENSG00000004961	-0.436054013108826	4.71818169933589	-1.96447734679228	0.117992467394048	0.440428947490148	-5.3162728069663	HCCS	holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]	X	11111299	11123086	protein_coding	3052	4.33821509114862	4.59887301320603	4.60689770672668	4.94055138655315
ENSG00000004975	1.53698184084738	5.15613663444926	7.19023028848124	0.00168381063096062	0.105861981787234	-0.606080893834081	DVL2	dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086]	17	7225342	7234524	protein_coding	1856	5.8413550875255	4.74075031483093	4.21829311030033	4.40743202240314
ENSG00000005007	-0.0611925736502945	6.05793127441039	-0.372802102282952	0.727463408880833	0.885430309972089	-7.05478829956137	UPF1	UPF1 RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962]	19	18831905	18868232	protein_coding	5976	4.42637365729177	4.63986792051279	4.40720153898538	4.53570673627424
ENSG00000005020	0.583781596518966	5.05225381679689	0.888221631736341	0.424303369039456	0.715036648042748	-6.64878789588029	SKAP2	src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]	7	26667003	26995239	protein_coding	8935	4.20341347219439	4.74710984483655	4.14500281717328	3.02894356783496
ENSG00000005022	0.277559634193315	6.6262375247414	1.54673675686279	0.19391411759535	0.528464021404444	-5.94798253673656	SLC25A5	solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]	X	119468395	119471396	protein_coding	292	7.42276940317022	7.3236651986399	6.99832369689179	7.188264992936
ENSG00000005059	0.274503130456649	4.42046801886655	0.676771075804861	0.534454878135759	0.784729499998936	-6.75079638250858	MCUB	mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]	4	109560209	109688719	protein_coding	55013	4.96718488849413	5.31779213283682	4.36999258403284	5.37736110084283
ENSG00000005073	2.44065900887366	2.57526685362375	1.40894509584017	0.231199188037884	0.561521254708391	-5.62244963615669	HOXA11	homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]	7	27181157	27185232	protein_coding	3207	3.61250643306076	3.24492175643512	3.93560853573881	0.391793010882137
ENSG00000005075	-0.220640216183572	5.22250107312937	-0.969366384860108	0.385130833882282	0.688751507222641	-6.56300472798371	POLR2J	RNA polymerase II subunit J [Source:HGNC Symbol;Acc:HGNC:9197]	7	102473128	102478929	protein_coding	5439	6.27024400066083	6.90574381053267	6.32219922394174	6.43603007941319
ENSG00000005100	-0.466012192335524	4.38425564752925	-1.83860192331468	0.136852143878643	0.461836986274806	-5.39894527328352	DHX33	DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718]	17	5440917	5468982	protein_coding	56919	2.59799161900785	3.37371321118098	2.83028940317559	3.10558338116472
ENSG00000005108	2.95834801061975	-3.55938470777307	1.94691404440313	0.120447376757872	0.441725290640222	-4.16785479501724	THSD7A	thrombospondin type 1 domain containing 7A [Source:HGNC Symbol;Acc:HGNC:22207]	7	11370365	11832198	protein_coding	221981	0.0718958138876775	0.278727023699878	0.00497304494679762	0.00267228016684071
ENSG00000005156	-0.460579893459419	4.37523413986005	-1.94694865779468	0.120442484841989	0.441725290640222	-5.26404081143556	LIG3	DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600]	17	34980462	35009743	protein_coding	3980	3.44450765666362	3.94419849610864	3.16290639726736	3.32232463725185
ENSG00000005175	-0.281184154692506	4.74251409915087	-1.52675434993416	0.198624333055214	0.532660619443159	-5.87231115292241	RPAP3	RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]	12	47661249	47706038	protein_coding	79657	4.07061696377413	4.69901129802342	4.49972562028717	4.57865853745098
ENSG00000005187	3.51419029768645	-3.33583750050439	2.70518420710715	0.0514255516845235	0.316803556650204	-3.53405678995112	ACSM3	acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]	16	20610243	20797843	protein_coding	6296	0.451444825985225	0.503130915029168	0.0606713786461664	0.0476095795052439
ENSG00000005189	-1.86960284494356	2.09369910845836	-2.18037597200277	0.0918795711470683	0.398104059869003	-4.30579300680906	REXO5	RNA exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:24661]	16	20806157	20849668	protein_coding	81691	1.13076748689037	3.18735143970133	2.0776306284112	2.59210153733389
ENSG00000005194	-0.000926110984144302	4.66682406467788	-0.00396304982084876	0.997020221718087	0.999813088240235	-7.025348680995	CIAPIN1	cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]	16	57428177	57447420	protein_coding	57019	4.78778823596797	4.67849253591545	4.83378597855054	4.7711242134363
ENSG00000005206	-0.164702714564354	4.94515184177282	-0.800150934981019	0.46670358517364	0.741954171729643	-6.68261787452133	SPPL2B	signal peptide peptidase like 2B [Source:HGNC Symbol;Acc:HGNC:30627]	19	2328613	2355095	protein_coding	56928	4.40734608834831	4.78145550529512	4.91348645247207	4.67900811324066
ENSG00000005238	-1.32172089930152	5.79268621165813	-6.17388669511392	0.00303710041664279	0.121271812910383	-1.23415441879169	ATOSB	atos homolog B [Source:HGNC Symbol;Acc:HGNC:25666]	9	35104112	35116357	protein_coding	80256	4.10986700190231	5.39332499943696	5.57753490376507	5.35778549119379
ENSG00000005243	-1.14388496593358	6.45294099962425	-2.8709966110329	0.0442010056393262	0.298367571488035	-4.34392074528409	COPZ2	COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]	17	48026142	48038030	protein_coding	51226	7.08765275530871	7.78601235078034	8.75155581817732	8.10265948546424
ENSG00000005249	0.348047579696957	3.22738639115297	0.307714011834178	0.773562122174201	0.905425686434812	-6.6297800160817	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]	7	107044627	107161811	protein_coding	5577	2.48685207240856	3.67056108121226	2.17060643374263	1.42464534362593
ENSG00000005302	-0.449858802750875	4.96861292117683	-2.5468844205557	0.0609880376494942	0.338673522631686	-4.63440840139472	MSL3	MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370]	X	11758159	11775772	protein_coding	10943	4.10173175479226	4.65003130913682	4.28835029288416	4.43259180716941
ENSG00000005339	0.0815979728689751	6.13970608069235	0.361779125831417	0.735096732949122	0.889086091719668	-7.05937147607463	CREBBP	CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]	16	3725054	3880713	protein_coding	1387	3.87107035779213	4.38123726644569	3.99211644267339	4.26796996446457
ENSG00000005379	1.08471326342815	2.24936133514151	3.0132676387449	0.0373365231849763	0.279306885207748	-3.66940289267135	TSPOAP1	TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]	17	58301228	58328795	protein_coding	9256	2.43599762077686	1.66769142796408	2.25335670087944	1.84018927204678
ENSG00000005436	0.116588348370022	3.47374180132867	0.416861744662203	0.697335652192624	0.870085369102874	-6.65186475191485	GCFC2	GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:HGNC:1317]	2	75652000	75711184	protein_coding	6936	3.24618596504205	3.23102421178714	3.45535036900337	3.29410606523374
ENSG00000005448	-0.6105041946533	3.14938646025686	-1.654727949838	0.170360292524757	0.502614657339831	-5.29661120871045	WDR54	WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770]	2	74421477	74425770	protein_coding	84058	3.7914600726624	4.74642897287333	3.95220075402708	4.25767393941033
ENSG00000005469	-0.169490957402575	3.98784245742353	-0.576066371472332	0.594219349375245	0.818722906344151	-6.65617560113398	CROT	carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]	7	87345664	87399800	protein_coding	54677	3.26755047962581	4.00557802293199	3.38655810787343	3.36500195531038
ENSG00000005471	4.05257458896773	0.412863573034653	9.68511969274539	0.000515733757357825	0.100033532386592	0.446225515068351	ABCB4	ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45]	7	87401696	87480435	protein_coding	5244	2.45215813221226	0.338632068052128	0.395777935678438	0.397959541897083
ENSG00000005483	-0.0357398742821537	5.85837917879178	-0.148393807836054	0.888928553566725	0.959004652594469	-7.12362604413406	KMT2E	lysine methyltransferase 2E (inactive) [Source:HGNC Symbol;Acc:HGNC:18541]	7	104940943	105115019	protein_coding	55904	4.29091084804163	4.55532057290555	3.98231889715583	4.53177824846134
ENSG00000005486	0.307983690251001	4.94891815967814	0.748669171616091	0.494555636697505	0.759209757026716	-6.75266059657706	RHBDD2	rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082]	7	75842602	75888927	protein_coding	57414	5.17882911221506	5.33929572341574	5.55151527936171	4.72100537629239
ENSG00000005513	-1.25608306825628	-1.29808424775257	-1.09281720961647	0.333508390270452	0.649661098070795	-4.9995818296286	SOX8	SRY-box transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:11203]	16	981444	986979	protein_coding	30812	0.161600081873976	0.266207247925392	0.276270342784627	0.458404053911717
